angliski;latviski;vērtība;atsauce
Every time a musician trends on twitter inevitably they are terrible.;Katru reizi, kad kāds mūziķis ir trends tviterī, neizbēgami viņi ir briesmīgi.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Everytime I have to wake up early in morning,I just cannot sleep the entire night.Once slept,I can't get up.;Katru reizi, kad man no rīta agri jāceļas, es vienkārši nevaru gulēt visu nakti. kad esmu aizmidzis, es nevaru piecelties.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Every time I think I'm over it I think about it again and swoon. Oh my gosh, a whole car backseat? Take me away Casanova.;Katru reizi, kad man šķiet, ka esmu to pārvarējusi, es atkal par to iedomājos un nomaldos. Ak, ak, ak, visa automašīnas aizmugurējā sēdvieta? Aizved mani prom Casanova.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Every since Ive had my workout clothes at my desk I haven't worked out. ;Katru reizi, kopš man pie galda ir treniņtērps, es neesmu strādājusi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
combat gear blurs lines between cops and military in ferguson and hawaii;kaujas ekipējums izpludina robežas starp policistiem un militāristu Fērgusonā un Havaju salās;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
militants launch three attacks in somalia and kenya in 24 hours;kaujinieki 24 stundu laikā sarīko trīs uzbrukumus somālijā un kenijā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
the politics of shame and pride;kauna un lepnuma politika;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
it is a shame, it was a sham;kauns, tas bija fiktīvs notikums;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
something nice about me. I doubt he would even accept a glass of water from me in the desert. ;kaut kas jauks par mani. Es šaubos, vai viņš no manis pieņemtu pat glāzi ūdens tuksnesī. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Something told me to look at what's trending and I absolutely know why now;Kaut kas man lika paskatīties, kas ir modē, un tagad es pilnīgi skaidri zinu, kāpēc.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Something that looks like it lives under a bridge and eats goats daily called me a troll. ;Kaut kas, kas izskatās, ka dzīvo zem tilta un katru dienu ēd kazas, nosauca mani par troli. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Something ive learned since working in a retail setting: 50% of the population have bad backs. ;Kaut ko iemācījos, kopš strādāju mazumtirdzniecībā: 50% iedzīvotāju ir slikta mugura. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
Brawling outside the ring works SO well on a hardcam. ;Kautiņi ārpus ringa ir tik labi redzami cietā kamerā. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
How to violate hostel etiquette in 20 easy steps;Kā 20 vienkāršos soļos pārkāpt hosteļa etiķeti;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how early-life stress could increase risk of anxiety and depression later in life;kā agrīnās dzīves laikā radītais stress var palielināt trauksmes un depresijas risku vēlāk dzīvē;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how americans get duped into buying endangered animal items;Kā amerikāņi tiek maldināti, lai iegādātos apdraudētu dzīvnieku preces;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to break your internet addiction;kā atbrīvoties no atkarības no interneta;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to get out of a bad mood;kā atbrīvoties no slikta garastāvokļa;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to fall in love, again -- with your spouse;kā atkal iemīlēties - savā laulātajā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to thaw the climate conflict;kā atkausēt klimata konfliktu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to raise kids who can 'love and be loved';"Kā audzināt bērnus, kas prot ""mīlēt un būt mīlēti""?";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
As children we play hide and seek with others and as adults with ourselves ;Kā bērni mēs spēlējam paslēpes ar citiem un kā pieaugušie - ar sevi. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how bill kristol briefly blew up the 2016 presidential race with a single tweet;kā Bils Kristols ar vienu tvītu uz īsu brīdi uzspridzināja 2016. gada prezidenta vēlēšanu sacensības;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how a broken taillight can be a death sentence in america;kā bojāts aizmugurējais lukturis amerikā var būt nāves spriedums;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to be influenced by real love;kā būt reālas mīlestības ietekmē;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to eat healthy while traveling;kā ceļojot ēst veselīgi;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how humans are laying out the welcome mat for mosquitoes and the diseases they carry;Kā cilvēki klāj laipni gaidītus paklājiņus odiem un to pārnēsātajām slimībām?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
As a person who respects creative integrity and intellectual property, I am disgusted at how much you have done to this city ;Kā cilvēks, kas ciena radošo integritāti un intelektuālo īpašumu, es esmu riebumā par to, cik daudz jūs esat nodarījuši šai pilsētai ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
As a person who would love to see a change in flag, I will be voting to keep it ;Kā cilvēks, kurš labprāt redzētu izmaiņas karogā, es balsošu par tā saglabāšanu. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how a man who got his start in construction became the most powerful foreign policy voice in congress;kā cilvēks, kurš sāka strādāt celtniecībā, kļuva par ietekmīgāko ārpolitikas pārstāvi kongresā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how battles over god, guns and gays infiltrated corporate america;Kā cīņas par Dievu, ieročiem un gejiem iefiltrējās korporatīvajā amerikātikā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how some of trump's bad tweets are helping puppies and kittens;kā daži no Trampa sliktajiem tvītiem palīdz kucēniem un kaķēniem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how the deportation crackdown is hurting immigrant victims of crime;kā deportāciju ierobežošana kaitē noziegumos cietušajiem imigrantiem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how depression inspired this woman's career choice;kā depresija iedvesmoja šīs sievietes karjeras izvēli;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how has digitization affected my personal life & environment so far?;Kā digitalizācija līdz šim ir ietekmējusi manu personīgo dzīvi un vidi?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to safely thaw a turkey;Kā droši atkausēt tītaru;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how judith light is fighting ageism;Kā Džūdita Līla cīnās pret vecuma diskrimināciju;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to emotionally recover from the election;Kā emocionāli atgūties pēc vēlēšanām;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
As I left my stove while I was cooking to see what's up ;Kā es atstāju savu plīti, kamēr es gatavoju ēst, lai redzētu, kas notiek ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how i finally stuck to a meditation schedule;kā es beidzot ievēroju meditācijas grafiku;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
How I love 4 hour delayed flights ;Kā es mīlu lidojumus ar 4 stundu kavēšanos ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
How did I spend my Labor Day... Installing a bumper to my jeep for 6 hours that actually doesn't fit ;Kā es pavadīju savu Darba dienu... Uzstādot bamperi savam džipam 6 stundas, kas patiesībā neder. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how i embraced the winter blahs;kā es pārvarēju ziemas drūzmu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how i learned to get naked with strangers again after my mastectomy;kā es pēc mastektomijas atkal iemācījos izģērbties kaila ar svešiniekiem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how i can lighten up in the wake of overwhelming loss;Kā es varu atvieglot dzīvi pēc milzīga zaudējuma?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to eat healthy around the world (bone broth, anyone?);kā ēst veselīgi visā pasaulē (kaulu buljons, kāds?);0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to prevail over fear when life goes sideways;Kā gūt virsroku pār bailēm, kad dzīve sagriežas kājām gaisā?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how a family's lack of access to medical marijuana morphed into a messy legal feud;Kā ģimenes piekļuves trūkums medicīniskajai marihuānai pārauga netīrā juridiskā strīdā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how chronic stress can create hormonal havoc, part two;Kā hronisks stress var izraisīt hormonālu haosu, otrā daļa;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to get that $1,000 embroidered dress you've been seeing for under $100;kā iegūt šo 1000 dolāru vērto izšūto kleitu, ko esat redzējuši, par mazāk nekā 100 dolāriem?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to grocery shop for lasting beauty;kā iepirkties pārtikas preču veikalā, lai saglabātu ilgstošu skaistumu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how everyone with a smartphone can feed a hungry child;kā ikviens, kam ir viedtālrunis, var pabarot izsalkušu bērnu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to survive your child's college tours;kā izdzīvot sava bērna ekskursijā uz koledžu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to survive in a conspiracy theorist's world;Kā izdzīvot sazvērestības teoriju piekritēju pasaulē;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how do you survive an ostrich attack? watch this video.;kā izdzīvot strausa uzbrukumā? skaties šo video.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to use facebook to make yourself happy;kā izmantot facebook, lai padarītu sevi laimīgu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
what the heart of a tiger looks like: faith instead of fear;kā izskatās tīģera sirds: ticība, nevis bailes;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to clean your grill with aluminum foil and some elbow grease;kā iztīrīt grilu ar alumīnija foliju un nedaudz elkoņu smērvielu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to clean out your closet: what to ditch and what to keep;Kā iztīrīt skapi: ko izmest un ko paturēt?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to avoid ending up in a tree in the amazon;kā izvairīties no tā, ka amazonā nokļūsi kokā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to pick the perfect retirement location;kā izvēlēties ideālu vietu, kur doties pensijā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to choose a worthwhile organization;kā izvēlēties vērtīgu organizāciju;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
As predicted, I spent the entire day running around campus only to find no resolution. Just how I wanted to spend my last day off.;Kā jau tika prognozēts, es visu dienu pavadīju, skraidīdams pa universitātes pilsētiņu, lai tikai neatrastu atrisinājumu. Tieši tā es gribēju pavadīt savu pēdējo brīvdienu.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how would you redefine study abroad?;kā jūs no jauna definētu studijas ārzemēs?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how you can help save the bees -- even in winter;kā jūs varat palīdzēt glābt bites - pat ziemā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
How can you believe the system that exonerates criminals, murderers and money launderers!!!???  If you do then all are angels.  ;Kā jūs varat ticēt sistēmai, kas attaisno noziedzniekus, slepkavas un naudas atmazgātājus!!!????????  Ja tā, tad visi ir eņģeļi.  ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how your favorite artists might play with thanksgiving dinner;kā jūsu mīļākie mākslinieki varētu spēlēties ar Pateicības dienas vakariņām;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how caitlyn jenner is helping me be a better me;Kā Keitlīna Dženere palīdz man kļūt labākai sev pašai;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how climate change is intensifying hurricane joaquin;kā klimata pārmaiņas pastiprina viesuļvētru Hoakins;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to become a person of influence;Kā kļūt par ietekmīgu personu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to become a star;Kā kļūt par zvaigzni;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how do conservatives ignore trump's behavior?;Kā konservatīvie ignorē Trampa uzvedību?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how the russians won world war iii - a short history;kā krievi uzvarēja trešajā pasaules karā - īsa vēsture;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how the u.k. government ignored offers to take in more lone children;kā Lielbritānijas valdība ignorēja piedāvājumus uzņemt vairāk vientuļo bērnu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how apps can cause us to take fewer risks in the game of life;Kā lietotnes var likt mums mazāk riskēt dzīves spēlē?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
How do you get a sweet 80-year-old lady to say the F word? ;Kā likt mīļi 80 gadus vecai dāmai pateikt F vārdu? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how your sleep changes with the moon;Kā mainās jūsu miegs līdz ar mēnesi;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to change yourself from the inside out;kā mainīt sevi no iekšpuses uz āru;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how do i play hard to get when im already hard to want ;Kā man spēlēt grūti iegūt, ja es jau esmu grūti gribētājs ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how my obsession with gore and death actually makes my life better;kā mana apsēstība ar asinīm un nāvi patiesībā uzlabo manu dzīvi;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to make japanese milk bread at home;kā mājās pagatavot japāņu piena maizi;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how artists are transforming detroit;kā mākslinieki pārveido Detroitu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how black girls vote is getting young voters to the poll;kā melnādaino meiteņu balsojums mudina jaunos vēlētājus doties uz vēlēšanu iecirkņiem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how we're using existing technology to save vets' and service members' lives (and how you can help);kā mēs izmantojam esošās tehnoloģijas, lai glābtu veterānu un karavīru dzīvības (un kā jūs varat palīdzēt);0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how we breakup on friendship day? ;Kā mēs izšķiramies draudzības dienā? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
'how do we treat the little people, joan?' i asked. and she said, 'why, we treat them better. we only s--t on people at our level or higher.';"kā mēs izturamies pret mazajiem cilvēkiem, joan? es jautāju. un viņa atbildēja: ""kāpēc, mēs pret viņiem izturamies labāk. mēs uzmācamies tikai mūsu līmeņa vai augstākiem cilvēkiem.";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
How do we know if Ronda Rousey is even a good fighter? She doesn't even have 5 minutes of collective experience in the octagon…;Kā mēs varam zināt, vai Ronda Rouzija vispār ir laba cīnītāja? Viņai nav pat 5 minūšu kolektīvās pieredzes astoņcīņā...;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how laramie's lgbt decision awakens us;kā mūs modina Laramie lgbt lēmums;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how our connectivity is influencing our real-life connections;Kā mūsu savienojamība ietekmē mūsu reālās dzīves sakarus;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how not to defend the humanities;Kā neaizstāvēt humanitārās zinātnes;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how nebraska can return to college football greatness;kā Nebraska var atgriezties koledžas futbola lieliskumā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how not to look like a tourist in berlin;Kā neizskatīties kā tūristam Berlīnē;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how nikki haley helped fuel the homebuilding industry's war on fire sprinklers;Kā Nikija Heilija palīdzēja veicināt mājokļu būvniecības nozares karu pret ugunsdzēsības sprinkleriem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to redefine success like stephen curry;kā no jauna definēt panākumus kā Stefens Karijs;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how does one set a price on a historic site?;kā noteikt cenu vēsturiskai vietai?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to age in the era of 'erectile dysfunction';"kā novecot ""erektilās disfunkcijas"" laikmetā";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
setting the record straight on sexual assaults on campus;kā novērst seksuālus uzbrukumus studentu pilsētiņās;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how new york created a 'blueprint' for the world to beat mother-to-baby hiv transmission;"kā Ņujorkā radīja ""plānu"" pasaulei, kā pārvarēt hiv pārnešanu no mātes uz bērnu";0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how new orleans proved urban-education reform can work;Kā Ņūorleāna pierādīja, ka pilsētvides izglītības reforma var darboties;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to navigate high school as an out transgender student;kā orientēties vidusskolā kā atklātam transseksuālam skolēnam;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to boost your child's self-esteem;kā paaugstināt bērna pašvērtējumu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to make this the best holiday season money can buy;kā padarīt šo brīvdienu sezonu par labāko, kādu var nopirkt par naudu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to make the perfect mother's day breakfast;kā pagatavot ideālas mātes dienas brokastis;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to make the most gorgeous summer dinner ever;Kā pagatavot krāšņākās vasaras vakariņas?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to make pumpkin treats for your dog;kā pagatavot ķirbju kārumus savam sunim;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to make salt-roasted fish with spicy orange salsa;kā pagatavot sālījumā ceptas zivis ar pikantu apelsīnu salsu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how pakistan's unregulated madrassa system sows religious strife;Kā Pakistānas neregulētā madrasu sistēma sēj reliģiskus strīdus;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how indigenous people are exploring many shades of redd;kā pamatiedzīvotāji pēta daudzus sarkanās krāsas toņus;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how do i make my 4-month-old fall in love with reading?;Kā panākt, lai mans 4 mēnešu bērns iemīlētu lasīšanu?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to pitch healthy living;kā pasniegt veselīgu dzīvesveidu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to stop yelling at your kids;kā pārstāt kliegt uz bērniem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to move past grief after the death of a loved one;kā pārvarēt skumjas pēc mīļotā cilvēka nāves;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to overcome the stress of long distance relationships;kā pārvarēt stresu, ko rada attiecības lielos attālumos;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to beat the winter blues, according to top experts;Kā pārvarēt ziemas drūzmu, kā to iesaka labākie eksperti;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how pessimism can help you lose weight;kā pesimisms var palīdzēt zaudēt svaru;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to give your bedroom a polished look;kā piešķirt guļamistabai spodrinātu izskatu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to add, delete, and modify your way to happiness;kā pievienot, dzēst un pārveidot savu ceļu uz laimi;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how the media devalue women;kā plašsaziņas līdzekļi nenovērtē sievietes;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
How can guys love gory horror films yet the idea of menstruation makes them squeamish?;Kā puiši var mīlēt asiņainas šausmu filmas, bet doma par menstruācijām viņus dara čīkstošus?;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
growing up with the holocaust as a writer;kā rakstniece uzaugu holokausta laikā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
the perfect to keep a sexy bod and still enjoy your vacation;kā saglabāt seksīgu ķermeni un vienlaikus izbaudīt atvaļinājumu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how women and girls cope with getting their periods in refugee camps;kā sievietes un meitenes bēgļu nometnēs tiek galā ar mēnešreizēm;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how synagogues honor non-jewish congregants on yom kippur;kā sinagogas godina neebrejus Jom kipur svētkos;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how teachers can save thousands on their student loans;kā skolotāji var ietaupīt tūkstošiem no studentu aizdevumiem;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how social issues hijacked conservatism;Kā sociālie jautājumi pārņēma konservatīvismu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how a social media detox helped ed burns become more productive;kā sociālo mediju detoks palīdzēja Edam Bērnsam kļūt produktīvākam;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how these mayors rise above the stress of their demanding jobs;kā šie mēri pārvar stresa pilno darbu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how this 65-year-old is beginning a new chapter with parkinson's;kā šis 65 gadus vecais vīrietis sāk jaunu nodaļu ar parkinsona slimību;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how to make this glitter eyeliner from fashion week work in real life;kā šo modes nedēļā redzamo mirdzošo acu laineri izmantot dzīvē?;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
As a Cradle Catholic, I'm glad we're focusing on sports rules. Happy to see all other issues have been solved. ;Kā šūpuļkatoliķis es priecājos, ka mēs pievēršamies sporta noteikumiem. Priecājos, ka visi pārējie jautājumi ir atrisināti. ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
How is it possible that a parking enforcer can illegally park to ticket people illegally parked.;Kā tas ir iespējams, ka autostāvvietas uzraugs var nelikumīgi novietot automašīnu, lai izrakstītu biļetes par nelikumīgi novietotiem cilvēkiem.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
what it's really like to have a miscarriage;kā tas ir patiesībā, kad notiek spontāns aborts;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
what it's like to lose everything in a flood;Kā tas ir, ja plūdos zaudē visu.;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
How is it one careless match can start a forest fire, but it takes a whole box to start a campfire? ;Kā tas ir, ka viena neuzmanīga sērkociņa var izraisīt meža ugunsgrēku, bet, lai iekurtu ugunskuru, ir vajadzīga vesela kaste? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how come we are forced to accept lifestyles of which we dont agree and are condemned for having an opinion? ;Kā tas nākas, ka mums liek pieņemt dzīvesveidu, kuram mēs nepiekrītam, un mūs nosoda par viedokļa paušanu? ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
As the joker said, if you are good at something why do it for free…;Kā teica jokdaris, ja tu esi labs, kāpēc darīt to par velti...;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how educating a market can grow your small business;kā tirgus izglītošana var veicināt jūsu mazā uzņēmuma izaugsmi;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
putting it together in 2015;kā to salikt kopā 2015. gadā;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
How can it be called morning sickness when it's the middle of the night?  ;Kā to var saukt par rīta slimību, ja tas ir nakts vidū?  ;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
how trump should approach u.s.-cuba policy;kā Trampam būtu jāpieiet ASV un Kubas politikai;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
how bush was blindsided by trump;kā Tramps apžilbināja Bušu;0;https://www.kaggle.com/datasets/rmisra/news-headlines-dataset-for-sarcasm-detection
"""How could you be so wrong?  My my, won't you feel stupid when everyone sees how right I am and self righteous you are?""";Kā tu varētu būt tik nepareiza?  Mans mans, vai tu nejutīsies stulbi, kad visi redzēs, cik man ir taisnība un cik paštaisna tu esi?.;1;https://www.kaggle.com/datasets/nikhiljohnk/tweets-with-sarcasm-and-irony
